cap_uF,esr_mohm,tau_ms,v_esr_drop,v_cap_drop,vmin_v,regulator_current_peak_a,pass_3p4v
470,75,0.2,0.15,0.3534229375158413,3.4965770624841586,2.980459953702652,True
470,75,0.5,0.15,0.8865854834681987,2.9634145165318015,2.607527678613823,False
470,75,1.0,0.15,1.7707089330957033,2.0792910669042968,1.9331496206028174,False
470,100,0.05,0.2,0.08684984511272031,3.7131501548872796,2.9999999940226547,True
470,100,0.1,0.2,0.17570586239380426,3.6242941376061957,2.999868340203689,True
470,100,0.2,0.2,0.3534229375158413,3.4465770624841587,2.980459953702652,True
470,100,0.5,0.2,0.8865854834681987,2.9134145165318013,2.607527678613823,False
470,100,1.0,0.2,1.7707089330957033,2.0292910669042965,1.9331496206028174,False
470,150,0.05,0.3,0.08684984511272031,3.61315015488728,2.9999999940226547,True
470,150,0.1,0.3,0.17570586239380426,3.524294137606196,2.999868340203689,True
470,150,0.2,0.3,0.3534229375158413,3.346577062484159,2.980459953702652,False
470,150,0.5,0.3,0.8865854834681987,2.8134145165318016,2.607527678613823,False
470,150,1.0,0.3,1.7707089330957033,1.9292910669042969,1.9331496206028174,False
1000,5,0.05,0.01,0.04081942720297855,3.9491805727970215,2.9999999940226547,True
1000,5,0.1,0.01,0.08258175532508799,3.907418244674912,2.999868340203689,True
1000,5,0.2,0.01,0.1661087806324454,3.823891219367555,2.980459953702652,True
1000,5,0.5,0.01,0.41669517723005334,3.5733048227699467,2.607527678613823,True
1000,5,1.0,0.01,0.8322331985549806,3.1577668014450198,1.9331496206028174,False
1000,10,0.05,0.02,0.04081942720297855,3.9391805727970213,2.9999999940226547,True
1000,10,0.1,0.02,0.08258175532508799,3.897418244674912,2.999868340203689,True
1000,10,0.2,0.02,0.1661087806324454,3.8138912193675547,2.980459953702652,True
1000,10,0.5,0.02,0.41669517723005334,3.563304822769947,2.607527678613823,True
1000,10,1.0,0.02,0.8322331985549806,3.1477668014450195,1.9331496206028174,False
1000,20,0.05,0.04,0.04081942720297855,3.9191805727970213,2.9999999940226547,True
1000,20,0.1,0.04,0.08258175532508799,3.877418244674912,2.999868340203689,True
1000,20,0.2,0.04,0.1661087806324454,3.7938912193675547,2.980459953702652,True
1000,20,0.5,0.04,0.41669517723005334,3.5433048227699464,2.607527678613823,True
1000,20,1.0,0.04,0.8322331985549806,3.1277668014450195,1.9331496206028174,False
1000,30,0.05,0.06,0.04081942720297855,3.8991805727970212,2.9999999940226547,True
1000,30,0.1,0.06,0.08258175532508799,3.857418244674912,2.999868340203689,True
1000,30,0.2,0.06,0.1661087806324454,3.7738912193675547,2.980459953702652,True
1000,30,0.5,0.06,0.41669517723005334,3.523304822769947,2.607527678613823,True
1000,30,1.0,0.06,0.8322331985549806,3.1077668014450195,1.9331496206028174,False
1000,50,0.05,0.1,0.04081942720297855,3.859180572797021,2.9999999940226547,True
1000,50,0.1,0.1,0.08258175532508799,3.817418244674912,2.999868340203689,True
1000,50,0.2,0.1,0.1661087806324454,3.7338912193675546,2.980459953702652,True
1000,50,0.5,0.1,0.41669517723005334,3.483304822769947,2.607527678613823,True
1000,50,1.0,0.1,0.8322331985549806,3.0677668014450195,1.9331496206028174,False
1000,75,0.05,0.15,0.04081942720297855,3.8091805727970214,2.9999999940226547,True
1000,75,0.1,0.15,0.08258175532508799,3.767418244674912,2.999868340203689,True
1000,75,0.2,0.15,0.1661087806324454,3.683891219367555,2.980459953702652,True
1000,75,0.5,0.15,0.41669517723005334,3.433304822769947,2.607527678613823,True
1000,75,1.0,0.15,0.8322331985549806,3.0177668014450196,1.9331496206028174,False
1000,100,0.05,0.2,0.04081942720297855,3.759180572797021,2.9999999940226547,True
