battery_oc_v,efficiency,source_r_ohm,bms_limit_a,input_current_a,source_sag_v,battery_terminal_v,current_margin_a,bms_pass,voltage_margin_to_6v_cutoff_v
6.2,0.9,0.2,3.0,2.8028673835125444,0.5605734767025089,5.639426523297491,0.19713261648745561,True,-0.36057347670250905
6.2,0.9,0.2,4.0,2.8028673835125444,0.5605734767025089,5.639426523297491,1.1971326164874556,True,-0.36057347670250905
6.2,0.9,0.2,5.0,2.8028673835125444,0.5605734767025089,5.639426523297491,2.1971326164874556,True,-0.36057347670250905
6.2,0.9,0.2,6.0,2.8028673835125444,0.5605734767025089,5.639426523297491,3.1971326164874556,True,-0.36057347670250905
6.2,0.9,0.25,3.0,2.8028673835125444,0.7007168458781361,5.499283154121864,0.19713261648745561,True,-0.5007168458781361
6.2,0.9,0.25,4.0,2.8028673835125444,0.7007168458781361,5.499283154121864,1.1971326164874556,True,-0.5007168458781361
6.2,0.9,0.25,5.0,2.8028673835125444,0.7007168458781361,5.499283154121864,2.1971326164874556,True,-0.5007168458781361
6.2,0.9,0.25,6.0,2.8028673835125444,0.7007168458781361,5.499283154121864,3.1971326164874556,True,-0.5007168458781361
6.2,0.95,0.05,3.0,2.6553480475382,0.13276740237691,6.06723259762309,0.3446519524617999,True,0.0672325976230903
6.2,0.95,0.05,4.0,2.6553480475382,0.13276740237691,6.06723259762309,1.3446519524618,True,0.0672325976230903
6.2,0.95,0.05,5.0,2.6553480475382,0.13276740237691,6.06723259762309,2.3446519524618,True,0.0672325976230903
6.2,0.95,0.05,6.0,2.6553480475382,0.13276740237691,6.06723259762309,3.3446519524618,True,0.0672325976230903
6.2,0.95,0.1,3.0,2.6553480475382,0.26553480475382,5.93446519524618,0.3446519524617999,True,-0.06553480475381956
6.2,0.95,0.1,4.0,2.6553480475382,0.26553480475382,5.93446519524618,1.3446519524618,True,-0.06553480475381956
6.2,0.95,0.1,5.0,2.6553480475382,0.26553480475382,5.93446519524618,2.3446519524618,True,-0.06553480475381956
6.2,0.95,0.1,6.0,2.6553480475382,0.26553480475382,5.93446519524618,3.3446519524618,True,-0.06553480475381956
6.2,0.95,0.15,3.0,2.6553480475382,0.39830220713073,5.801697792869271,0.3446519524617999,True,-0.19830220713072944
6.2,0.95,0.15,4.0,2.6553480475382,0.39830220713073,5.801697792869271,1.3446519524618,True,-0.19830220713072944
6.2,0.95,0.15,5.0,2.6553480475382,0.39830220713073,5.801697792869271,2.3446519524618,True,-0.19830220713072944
6.2,0.95,0.15,6.0,2.6553480475382,0.39830220713073,5.801697792869271,3.3446519524618,True,-0.19830220713072944
6.2,0.95,0.2,3.0,2.6553480475382,0.53106960950764,5.66893039049236,0.3446519524617999,True,-0.3310696095076402
6.2,0.95,0.2,4.0,2.6553480475382,0.53106960950764,5.66893039049236,1.3446519524618,True,-0.3310696095076402
6.2,0.95,0.2,5.0,2.6553480475382,0.53106960950764,5.66893039049236,2.3446519524618,True,-0.3310696095076402
6.2,0.95,0.2,6.0,2.6553480475382,0.53106960950764,5.66893039049236,3.3446519524618,True,-0.3310696095076402
6.2,0.95,0.25,3.0,2.6553480475382,0.66383701188455,5.53616298811545,0.3446519524617999,True,-0.46383701188455007
6.2,0.95,0.25,4.0,2.6553480475382,0.66383701188455,5.53616298811545,1.3446519524618,True,-0.46383701188455007
6.2,0.95,0.25,5.0,2.6553480475382,0.66383701188455,5.53616298811545,2.3446519524618,True,-0.46383701188455007
6.2,0.95,0.25,6.0,2.6553480475382,0.66383701188455,5.53616298811545,3.3446519524618,True,-0.46383701188455007
6.4,0.85,0.05,3.0,2.875,0.14375000000000002,6.2562500000000005,0.125,True,0.25625000000000053
6.4,0.85,0.05,4.0,2.875,0.14375000000000002,6.2562500000000005,1.125,True,0.25625000000000053
6.4,0.85,0.05,5.0,2.875,0.14375000000000002,6.2562500000000005,2.125,True,0.25625000000000053
6.4,0.85,0.05,6.0,2.875,0.14375000000000002,6.2562500000000005,3.125,True,0.25625000000000053
6.4,0.85,0.1,3.0,2.875,0.28750000000000003,6.112500000000001,0.125,True,0.11250000000000071
