rf_ohm,cf_f,fc_hz,vout_3uA_mV,fc_pass,gain_pass
48543.21189781741,1.0452651667918786e-07,31.366433865886258,145.62963569345226,True,True
45171.351925145114,1.0296853305420184e-07,34.217834179806204,135.51405577543534,True,True
48604.4798842847,9.920797363313438e-08,33.00633113961925,145.81343965285413,True,True
47802.54421418317,1.0419659225578985e-07,31.953291706703776,143.40763264254952,True,True
46369.858376000455,9.792636716943881e-08,35.049733377205165,139.10957512800138,True,True
45769.07749500034,1.0160657823704534e-07,34.2236358760002,137.307232485001,True,True
48381.09109244215,1.0014093944480063e-07,32.84980621754316,145.14327327732644,True,True
45044.676653206,1.0300467480378496e-07,34.302022112077566,135.134029959618,True,True
46832.07311143584,1.0202573222490567e-07,33.3094167495278,140.49621933430754,True,True
47522.30387286367,1.0219421986230826e-07,32.77149938442837,142.566911618591,True,True
48052.47127665637,9.598174404838204e-08,34.50768037698134,144.1574138299691,True,True
49082.68196984002,9.666601080536103e-08,33.54424718521108,147.24804590952007,True,True
44953.86693651371,1.0498544741722716e-07,33.722826838074646,134.86160080954113,True,True
47223.573454433084,1.023414247810967e-07,32.93137203540695,141.67072036329924,True,True
44957.03070335229,1.0194052232248698e-07,34.72767093662308,134.87109211005688,True,True
47938.866239959054,1.0155376681150248e-07,32.69161202109783,143.81659871987716,True,True
45179.275041057,9.749236065821021e-08,36.133521357612665,135.537825123171,True,True
46839.04213112114,9.715874979570829e-08,34.97278425411972,140.5171263933634,True,True
49082.3077135402,9.622611721174311e-08,33.697850228233506,147.2469231406206,True,True
48992.29750381056,9.962275389901962e-08,32.608722316267425,146.97689251143169,True,True
49055.0842259626,9.872028800292228e-08,32.86470151258884,147.1652526778878,True,True
47372.40738161413,1.0186876694501398e-07,32.980225968026566,142.1172221448424,True,True
44760.221789947755,9.839753244294921e-08,36.136300932249874,134.28066536984326,True,True
46960.82729990564,1.0359178008274689e-07,32.71591691297007,140.88248189971694,True,True
46880.12000416423,1.0068328657550618e-07,33.71894929538073,140.6403600124927,True,True
46308.658792810675,9.722291826250806e-08,35.34998841843992,138.925976378432,True,True
47891.99200947193,9.576705148432206e-08,34.7009299724373,143.6759760284158,True,True
